sort_order,wmo,name,history_product,time_zone_name,TDZ,aifstime_utc,aifstime_local,lat,lon,apparent_t,cloud,cloud_base_m,cloud_oktas,cloud_type_id,cloud_type,delta_t,gust_kmh,gust_kt,air_temp,dewpt,press,press_msl,press_qnh,press_tend,rain_hour,rain_ten,rain_trace,rain_trace_time,rain_trace_time_utc,local_9am_date_time,local_9am_date_time_utc,duration_from_local_9am_date,rel_hum,sea_state,swell_dir_worded,swell_height,swell_period,vis_km,weather,wind_dir,wind_dir_deg,wind_spd_kmh,wind_spd_kt,wind_src
0,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T10:30:00Z,20230601063000,-27.467,153.026,2.9,-,-9999,-9999,-9999,-,0.3,4,2,4.3,3.6,-9999,-9999,-9999,-,0,0,0,20230601063000,20230531203000,20230531090000,20230530230000,1290,95,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
1,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T10:00:00Z,20230601060000,-27.467,153.026,4,-,-9999,-9999,-9999,-,0.2,0,0,5.2,4.8,-9999,-9999,-9999,-,0,0,0,20230601060000,20230531200000,20230531090000,20230530230000,1260,97,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
2,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T09:30:00Z,20230601053000,-27.467,153.026,3.9,-,-9999,-9999,-9999,-,0.3,4,2,5.1,4.5,-9999,-9999,-9999,-,0,0,0,20230601053000,20230531193000,20230531090000,20230530230000,1230,96,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
3,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T09:00:00Z,20230601050000,-27.467,153.026,2.7,-,-9999,-9999,-9999,-,0.5,0,0,4.2,3,-9999,-9999,-9999,-,0,0,0,20230601050000,20230531190000,20230531090000,20230530230000,1200,92,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
4,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T08:30:00Z,20230601043000,-27.467,153.026,3.8,-,-9999,-9999,-9999,-,0.4,0,0,5.1,4.1,-9999,-9999,-9999,-,0,0,0,20230601043000,20230531183000,20230531090000,20230530230000,1170,93,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
5,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T08:00:00Z,20230601040000,-27.467,153.026,4,-,-9999,-9999,-9999,-,0.7,0,0,5.4,3.7,-9999,-9999,-9999,-,0,0,0,20230601040000,20230531180000,20230531090000,20230530230000,1140,89,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
6,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T07:30:00Z,20230601033000,-27.467,153.026,5.8,-,-9999,-9999,-9999,-,0.5,0,0,6.8,5.6,-9999,-9999,-9999,-,0,0,0,20230601033000,20230531173000,20230531090000,20230530230000,1110,92,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
7,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T07:00:00Z,20230601030000,-27.467,153.026,6.3,-,-9999,-9999,-9999,-,0.8,0,0,7.3,5.6,-9999,-9999,-9999,-,0,0,0,20230601030000,20230531170000,20230531090000,20230530230000,1080,89,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
8,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T06:30:00Z,20230601023000,-27.467,153.026,6.2,-,-9999,-9999,-9999,-,1.1,4,2,7.7,5.2,-9999,-9999,-9999,-,0,0,0,20230601023000,20230531163000,20230531090000,20230530230000,1050,84,-,-,-9999,-9999,-,-,NNW,346,2,1,metar_10
9,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T06:00:00Z,20230601020000,-27.467,153.026,6.9,-,-9999,-9999,-9999,-,1.1,4,2,8.6,6.1,-9999,-9999,-9999,-,0,0,0,20230601020000,20230531160000,20230531090000,20230530230000,1020,84,-,-,-9999,-9999,-,-,WNW,289,4,2,metar_10
10,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T05:30:00Z,20230601013000,-27.467,153.026,7.6,-,-9999,-9999,-9999,-,1.1,0,0,8.5,6.1,-9999,-9999,-9999,-,0,0,0,20230601013000,20230531153000,20230531090000,20230530230000,990,85,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
11,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T05:00:00Z,20230601010000,-27.467,153.026,7.2,-,-9999,-9999,-9999,-,1.3,6,3,8.6,5.7,-9999,-9999,-9999,-,0,0,0,20230601010000,20230531150000,20230531090000,20230530230000,960,82,-,-,-9999,-9999,-,-,WNW,298,2,1,metar_10
12,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T04:30:00Z,20230601003000,-27.467,153.026,6.7,-,-9999,-9999,-9999,-,1.6,7,4,8.9,5.3,-9999,-9999,-9999,-,0,0,0,20230601003000,20230531143000,20230531090000,20230530230000,930,78,-,-,-9999,-9999,-,-,W,267,6,3,metar_10
13,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T04:00:00Z,20230601000000,-27.467,153.026,8.9,-,-9999,-9999,-9999,-,2.1,7,4,10.6,6,-9999,-9999,-9999,-,0,0,0,20230601000000,20230531140000,20230531090000,20230530230000,900,73,-,-,-9999,-9999,-,-,W,271,4,2,metar_10
14,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T03:30:00Z,20230531233000,-27.467,153.026,8.8,-,-9999,-9999,-9999,-,2.5,13,7,11.4,6.1,-9999,-9999,-9999,-,0,0,0,20230531233000,20230531133000,20230531090000,20230530230000,870,70,-,-,-9999,-9999,-,-,WSW,258,9,5,metar_10
15,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T03:00:00Z,20230531230000,-27.467,153.026,10.1,-,-9999,-9999,-9999,-,2.6,9,5,11.4,5.9,-9999,-9999,-9999,-,0,0,0,20230531230000,20230531130000,20230531090000,20230530230000,840,69,-,-,-9999,-9999,-,-,WNW,300,2,1,metar_10
16,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T02:30:00Z,20230531223000,-27.467,153.026,9.6,-,-9999,-9999,-9999,-,2.6,11,6,11.6,6.1,-9999,-9999,-9999,-,0,0,0,20230531223000,20230531123000,20230531090000,20230530230000,810,69,-,-,-9999,-9999,-,-,W,271,6,3,metar_10
17,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T02:00:00Z,20230531220000,-27.467,153.026,8.2,-,-9999,-9999,-9999,-,2.5,13,7,11.2,5.9,-9999,-9999,-9999,-,0,0,0,20230531220000,20230531120000,20230531090000,20230530230000,780,70,-,-,-9999,-9999,-,-,WNW,290,11,6,metar_10
18,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T01:30:00Z,20230531213000,-27.467,153.026,8.7,-,-9999,-9999,-9999,-,2.3,7,4,10.8,5.8,-9999,-9999,-9999,-,0,0,0,20230531213000,20230531113000,20230531090000,20230530230000,750,71,-,-,-9999,-9999,-,-,WNW,288,6,3,metar_10
19,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T01:00:00Z,20230531210000,-27.467,153.026,9,-,-9999,-9999,-9999,-,2.3,7,4,10.7,5.7,-9999,-9999,-9999,-,0,0,0,20230531210000,20230531110000,20230531090000,20230530230000,720,71,-,-,-9999,-9999,-,-,W,278,4,2,metar_10
20,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T00:30:00Z,20230531203000,-27.467,153.026,8.2,-,-9999,-9999,-9999,-,1.9,7,4,10.2,6.2,-9999,-9999,-9999,-,0,0,0,20230531203000,20230531103000,20230531090000,20230530230000,690,76,-,-,-9999,-9999,-,-,WSW,246,6,3,metar_10
21,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-31T00:00:00Z,20230531200000,-27.467,153.026,9.3,-,-9999,-9999,-9999,-,1.4,0,0,10,7.1,-9999,-9999,-9999,-,0,0,0,20230531200000,20230531100000,20230531090000,20230530230000,660,82,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
22,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T23:30:00Z,20230531193000,-27.467,153.026,10.1,-,-9999,-9999,-9999,-,2,0,0,10.9,6.6,-9999,-9999,-9999,-,0,0,0,20230531193000,20230531093000,20230531090000,20230530230000,630,75,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
23,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T23:00:00Z,20230531190000,-27.467,153.026,11.5,-,-9999,-9999,-9999,-,2.4,6,3,12.1,7.2,-9999,-9999,-9999,-,0,0,0,20230531190000,20230531090000,20230531090000,20230530230000,600,72,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
24,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T22:30:00Z,20230531183000,-27.467,153.026,12.6,-,-9999,-9999,-9999,-,3.1,6,3,13.3,6.9,-9999,-9999,-9999,-,0,0,0,20230531183000,20230531083000,20230531090000,20230530230000,570,65,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
25,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T22:00:00Z,20230531180000,-27.467,153.026,13.2,-,-9999,-9999,-9999,-,3.6,7,4,14.6,7.2,-9999,-9999,-9999,-,0,0,0,20230531180000,20230531080000,20230531090000,20230530230000,540,61,-,-,-9999,-9999,-,-,NNW,343,4,2,metar_10
26,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T21:30:00Z,20230531173000,-27.467,153.026,15.6,-,-9999,-9999,-9999,-,4.6,9,5,17.2,8.1,-9999,-9999,-9999,-,0,0,0,20230531173000,20230531073000,20230531090000,20230530230000,510,55,-,-,-9999,-9999,-,-,N,355,6,3,metar_10
27,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T21:00:00Z,20230531170000,-27.467,153.026,16.6,-,-9999,-9999,-9999,-,5.6,7,4,18.5,7.6,-9999,-9999,-9999,-,0,0,0,20230531170000,20230531070000,20230531090000,20230530230000,480,49,-,-,-9999,-9999,-,-,N,6,7,4,metar_10
28,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T20:30:00Z,20230531163000,-27.467,153.026,19.2,-,-9999,-9999,-9999,-,6.7,9,5,20.9,8.2,-9999,-9999,-9999,-,0,0,0,20230531163000,20230531063000,20230531090000,20230530230000,450,44,-,-,-9999,-9999,-,-,NNE,25,7,4,metar_10
29,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T20:00:00Z,20230531160000,-27.467,153.026,20,-,-9999,-9999,-9999,-,7.5,13,7,22.2,8,-9999,-9999,-9999,-,0,0,0,20230531160000,20230531060000,20230531090000,20230530230000,420,40,-,-,-9999,-9999,-,-,NNE,12,9,5,metar_10
30,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T19:30:00Z,20230531153000,-27.467,153.026,21.2,-,-9999,-9999,-9999,-,7.8,11,6,22.9,8.2,-9999,-9999,-9999,-,0,0,0,20230531153000,20230531053000,20230531090000,20230530230000,390,39,-,-,-9999,-9999,-,-,NNE,32,7,4,metar_10
31,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T19:00:00Z,20230531150000,-27.467,153.026,21.7,-,-9999,-9999,-9999,-,8,17,9,23.4,8.3,-9999,-9999,-9999,-,0,0,0,20230531150000,20230531050000,20230531090000,20230530230000,360,38,-,-,-9999,-9999,-,-,NNE,31,7,4,metar_10
32,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T18:30:00Z,20230531143000,-27.467,153.026,21.5,-,-9999,-9999,-9999,-,8.2,9,5,23.2,7.7,-9999,-9999,-9999,-,0,0,0,20230531143000,20230531043000,20230531090000,20230530230000,330,37,-,-,-9999,-9999,-,-,NE,38,6,3,metar_10
33,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T18:00:00Z,20230531140000,-27.467,153.026,21,-,-9999,-9999,-9999,-,8.3,15,8,23,7.1,-9999,-9999,-9999,-,0,0,0,20230531140000,20230531040000,20230531090000,20230530230000,300,36,-,-,-9999,-9999,-,-,NNE,22,7,4,metar_10
34,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T17:30:00Z,20230531133000,-27.467,153.026,21.2,-,-9999,-9999,-9999,-,8.1,13,7,22.9,7.4,-9999,-9999,-9999,-,0,0,0,20230531133000,20230531033000,20230531090000,20230530230000,270,37,-,-,-9999,-9999,-,-,NE,44,6,3,metar_10
35,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T17:00:00Z,20230531130000,-27.467,153.026,21.2,-,-9999,-9999,-9999,-,7.9,15,8,22.8,7.8,-9999,-9999,-9999,-,0,0,0,20230531130000,20230531030000,20230531090000,20230530230000,240,38,-,-,-9999,-9999,-,-,NNW,344,6,3,metar_10
36,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T16:30:00Z,20230531123000,-27.467,153.026,20.6,-,-9999,-9999,-9999,-,7.6,7,4,22,7.4,-9999,-9999,-9999,-,0,0,0,20230531123000,20230531023000,20230531090000,20230530230000,210,39,-,-,-9999,-9999,-,-,N,7,4,2,metar_10
37,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T16:00:00Z,20230531120000,-27.467,153.026,19.5,-,-9999,-9999,-9999,-,7,6,3,20.9,7.2,-9999,-9999,-9999,-,0,0,0,20230531120000,20230531020000,20230531090000,20230530230000,180,41,-,-,-9999,-9999,-,-,NNE,33,4,2,metar_10
38,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T15:30:00Z,20230531113000,-27.467,153.026,17.9,-,-9999,-9999,-9999,-,6,9,5,19.5,7.9,-9999,-9999,-9999,-,0,0,0,20230531113000,20230531013000,20230531090000,20230530230000,150,47,-,-,-9999,-9999,-,-,NE,35,6,3,metar_10
39,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T15:00:00Z,20230531110000,-27.467,153.026,16.3,-,-9999,-9999,-9999,-,5.2,9,5,18,7.7,-9999,-9999,-9999,-,0,0,0,20230531110000,20230531010000,20230531090000,20230530230000,120,51,-,-,-9999,-9999,-,-,NNE,14,6,3,metar_10
40,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T14:30:00Z,20230531103000,-27.467,153.026,15.4,-,-9999,-9999,-9999,-,4.1,9,5,16.8,8.8,-9999,-9999,-9999,-,0,0,0,20230531103000,20230531003000,20230531090000,20230530230000,90,59,-,-,-9999,-9999,-,-,NE,42,6,3,metar_10
41,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T14:00:00Z,20230531100000,-27.467,153.026,13.6,-,-9999,-9999,-9999,-,4,7,4,15.1,6.9,-9999,-9999,-9999,-,0,0,0,20230531100000,20230531000000,20230531090000,20230530230000,60,58,-,-,-9999,-9999,-,-,NNE,31,4,2,metar_10
42,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T13:30:00Z,20230531093000,-27.467,153.026,12,-,-9999,-9999,-9999,-,2.9,4,2,13.1,7.1,-9999,-9999,-9999,-,0,0,0,20230531093000,20230530233000,20230531090000,20230530230000,30,67,-,-,-9999,-9999,-,-,W,277,2,1,metar_10
43,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T13:00:00Z,20230531090000,-27.467,153.026,10.2,-,-9999,-9999,-9999,-,1.9,2,1,10.9,7,-9999,-9999,-9999,-,0,0,0,20230531090000,20230530230000,20230530090000,20230529230000,1440,77,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
44,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T12:30:00Z,20230531083000,-27.467,153.026,7.2,-,-9999,-9999,-9999,-,1.3,6,3,8.6,5.7,-9999,-9999,-9999,-,0,0,0,20230531083000,20230530223000,20230530090000,20230529230000,1410,82,-,-,-9999,-9999,-,-,WSW,253,2,1,metar_10
45,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T12:00:00Z,20230531080000,-27.467,153.026,5,-,-9999,-9999,-9999,-,0.7,7,4,6.8,5.3,-9999,-9999,-9999,-,0,0,0,20230531080000,20230530220000,20230530090000,20230529230000,1380,90,-,-,-9999,-9999,-,-,WSW,244,4,2,metar_10
46,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T11:30:00Z,20230531073000,-27.467,153.026,2.7,-,-9999,-9999,-9999,-,0.1,4,2,4.7,4.4,-9999,-9999,-9999,-,0,0,0,20230531073000,20230530213000,20230530090000,20230529230000,1350,98,-,-,-9999,-9999,-,-,WSW,242,4,2,metar_10
47,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T11:00:00Z,20230531070000,-27.467,153.026,1.6,-,-9999,-9999,-9999,-,0.1,0,0,3.1,2.8,-9999,-9999,-9999,-,0,0,0,20230531070000,20230530210000,20230530090000,20230529230000,1320,98,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
48,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T10:30:00Z,20230531063000,-27.467,153.026,0.1,-,-9999,-9999,-9999,-,0.2,0,0,1.9,1.5,-9999,-9999,-9999,-,0,0,0,20230531063000,20230530203000,20230530090000,20230529230000,1290,97,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
49,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T10:00:00Z,20230531060000,-27.467,153.026,0.3,-,-9999,-9999,-9999,-,0.2,4,2,2.4,2,-9999,-9999,-9999,-,0,0,0,20230531060000,20230530200000,20230530090000,20230529230000,1260,97,-,-,-9999,-9999,-,-,WSW,258,2,1,metar_10
50,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T09:30:00Z,20230531053000,-27.467,153.026,0.1,-,-9999,-9999,-9999,-,0.2,7,4,2.5,2.1,-9999,-9999,-9999,-,0,0,0,20230531053000,20230530193000,20230530090000,20230529230000,1230,97,-,-,-9999,-9999,-,-,W,260,4,2,metar_10
51,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T09:00:00Z,20230531050000,-27.467,153.026,0.2,-,-9999,-9999,-9999,-,0.2,0,0,2,1.4,-9999,-9999,-9999,-,0,0,0,20230531050000,20230530190000,20230530090000,20230529230000,1200,96,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
52,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T08:30:00Z,20230531043000,-27.467,153.026,0.6,-,-9999,-9999,-9999,-,0.3,0,0,2.3,1.6,-9999,-9999,-9999,-,0,0,0,20230531043000,20230530183000,20230530090000,20230529230000,1170,95,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
53,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T08:00:00Z,20230531040000,-27.467,153.026,0.3,-,-9999,-9999,-9999,-,0.5,6,3,2.8,1.6,-9999,-9999,-9999,-,0,0,0,20230531040000,20230530180000,20230530090000,20230529230000,1140,92,-,-,-9999,-9999,-,-,SW,232,4,2,metar_10
54,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T07:30:00Z,20230531033000,-27.467,153.026,2.3,-,-9999,-9999,-9999,-,0.5,0,0,3.9,2.6,-9999,-9999,-9999,-,0,0,0,20230531033000,20230530173000,20230530090000,20230529230000,1110,91,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
55,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T07:00:00Z,20230531030000,-27.467,153.026,3.5,-,-9999,-9999,-9999,-,0.6,7,4,5.9,4.4,-9999,-9999,-9999,-,0,0,0,20230531030000,20230530170000,20230530090000,20230529230000,1080,90,-,-,-9999,-9999,-,-,WSW,250,6,3,metar_10
56,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T06:30:00Z,20230531023000,-27.467,153.026,3,-,-9999,-9999,-9999,-,0.3,9,5,5.5,4.9,-9999,-9999,-9999,-,0,0,0,20230531023000,20230530163000,20230530090000,20230529230000,1050,96,-,-,-9999,-9999,-,-,WNW,283,7,4,metar_10
57,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T06:00:00Z,20230531020000,-27.467,153.026,1.4,-,-9999,-9999,-9999,-,0.5,7,4,3.7,2.5,-9999,-9999,-9999,-,0,0,0,20230531020000,20230530160000,20230530090000,20230529230000,1020,92,-,-,-9999,-9999,-,-,NW,314,4,2,metar_10
58,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T05:30:00Z,20230531013000,-27.467,153.026,3.8,-,-9999,-9999,-9999,-,0.3,2,1,5,4.4,-9999,-9999,-9999,-,0,0,0,20230531013000,20230530153000,20230530090000,20230529230000,990,96,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
59,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T05:00:00Z,20230531010000,-27.467,153.026,3.1,-,-9999,-9999,-9999,-,0.4,4,2,4.8,3.9,-9999,-9999,-9999,-,0,0,0,20230531010000,20230530150000,20230530090000,20230529230000,960,94,-,-,-9999,-9999,-,-,SW,232,2,1,metar_10
60,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T04:30:00Z,20230531003000,-27.467,153.026,3.4,-,-9999,-9999,-9999,-,0.5,0,0,4.8,3.5,-9999,-9999,-9999,-,0,0,0,20230531003000,20230530143000,20230530090000,20230529230000,930,91,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
61,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T04:00:00Z,20230531000000,-27.467,153.026,3.8,-,-9999,-9999,-9999,-,0.6,4,2,5.2,3.7,-9999,-9999,-9999,-,0,0,0,20230531000000,20230530140000,20230530090000,20230529230000,900,90,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
62,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T03:30:00Z,20230530233000,-27.467,153.026,5.1,-,-9999,-9999,-9999,-,1,0,0,6.4,4.1,-9999,-9999,-9999,-,0,0,0,20230530233000,20230530133000,20230530090000,20230529230000,870,85,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
63,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T03:00:00Z,20230530230000,-27.467,153.026,3.9,-,-9999,-9999,-9999,-,1.3,9,5,6.6,3.6,-9999,-9999,-9999,-,0,0,0,20230530230000,20230530130000,20230530090000,20230529230000,840,81,-,-,-9999,-9999,-,-,WSW,240,7,4,metar_10
64,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T02:30:00Z,20230530223000,-27.467,153.026,5.6,-,-9999,-9999,-9999,-,1.2,6,3,7.8,5.1,-9999,-9999,-9999,-,0,0,0,20230530223000,20230530123000,20230530090000,20230529230000,810,83,-,-,-9999,-9999,-,-,WSW,248,6,3,metar_10
65,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T02:00:00Z,20230530220000,-27.467,153.026,5.4,-,-9999,-9999,-9999,-,1.1,6,3,7.6,5.2,-9999,-9999,-9999,-,0,0,0,20230530220000,20230530120000,20230530090000,20230529230000,780,85,-,-,-9999,-9999,-,-,WSW,241,6,3,metar_10
66,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T01:30:00Z,20230530213000,-27.467,153.026,5.6,-,-9999,-9999,-9999,-,1.5,4,2,7.3,3.9,-9999,-9999,-9999,-,0,0,0,20230530213000,20230530113000,20230530090000,20230529230000,750,79,-,-,-9999,-9999,-,-,W,259,2,1,metar_10
67,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T01:00:00Z,20230530210000,-27.467,153.026,6.6,-,-9999,-9999,-9999,-,1.9,6,3,8.9,4.7,-9999,-9999,-9999,-,0,0,0,20230530210000,20230530110000,20230530090000,20230529230000,720,75,-,-,-9999,-9999,-,-,WSW,250,6,3,metar_10
68,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T00:30:00Z,20230530203000,-27.467,153.026,7.8,-,-9999,-9999,-9999,-,2.2,7,4,10,5.2,-9999,-9999,-9999,-,0,0,0,20230530203000,20230530103000,20230530090000,20230529230000,690,72,-,-,-9999,-9999,-,-,W,259,6,3,metar_10
69,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-30T00:00:00Z,20230530200000,-27.467,153.026,8.2,-,-9999,-9999,-9999,-,1.9,9,5,9.9,5.7,-9999,-9999,-9999,-,0,0,0,20230530200000,20230530100000,20230530090000,20230529230000,660,75,-,-,-9999,-9999,-,-,W,262,4,2,metar_10
70,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-29T23:30:00Z,20230530193000,-27.467,153.026,8.8,-,-9999,-9999,-9999,-,2.1,2,1,9.9,5.3,-9999,-9999,-9999,-,0,0,0,20230530193000,20230530093000,20230530090000,20230529230000,630,73,-,-,-9999,-9999,-,-,CALM,0,0,0,metar_10
71,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-29T23:00:00Z,20230530190000,-27.467,153.026,10.1,-,-9999,-9999,-9999,-,3.3,6,3,11.7,4.4,-9999,-9999,-9999,-,0,0,0,20230530190000,20230530090000,20230530090000,20230529230000,600,61,-,-,-9999,-9999,-,-,S,170,2,1,metar_10
72,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-29T22:30:00Z,20230530183000,-27.467,153.026,12.8,-,-9999,-9999,-9999,-,3.9,6,3,14.4,6.3,-9999,-9999,-9999,-,0,0,0,20230530183000,20230530083000,20230530090000,20230529230000,570,58,-,-,-9999,-9999,-,-,N,7,4,2,metar_10
73,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-29T22:00:00Z,20230530180000,-27.467,153.026,11.7,-,-9999,-9999,-9999,-,4.4,9,5,14.5,5.3,-9999,-9999,-9999,-,0,0,0,20230530180000,20230530080000,20230530090000,20230529230000,540,54,-,-,-9999,-9999,-,-,N,5,9,5,metar_10
74,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-29T21:30:00Z,20230530173000,-27.467,153.026,13.4,-,-9999,-9999,-9999,-,4.4,9,5,15.5,6.5,-9999,-9999,-9999,-,0,0,0,20230530173000,20230530073000,20230530090000,20230529230000,510,55,-,-,-9999,-9999,-,-,NNE,17,7,4,metar_10
75,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-29T21:00:00Z,20230530170000,-27.467,153.026,15.4,-,-9999,-9999,-9999,-,5.9,9,5,18,5.9,-9999,-9999,-9999,-,0,0,0,20230530170000,20230530070000,20230530090000,20230529230000,480,45,-,-,-9999,-9999,-,-,NNE,29,9,5,metar_10
76,12345,Brisbane,IDQ60910,Australia/Brisbane,+10:00,2023-05-29T20:30:00Z,20230530163000,-27.467,153.026,18.7,-,-9999,-9999,-9999,-,7.7,6,3,20.9,5.3,-9999,-9999,-9999,-,0,0,0,20230530163000,20230530063000,20230530090000,20230529230000,450,36,-,-,-9999,-9999,-,-,NE,36,6,3,metar_10
